ANNEE,ESPECE,CODE POSTAL,VILLE,POPULATION
"2019",CHAT,"98897",NOUMEA NOUVELLE CALEDONIE,"1"
"2019",CHIEN,"98880",NOUVELLE CALEDONIE,"6"
"2019",CHIEN,"98875",NOUVELLE CALEDONIE,"5"
"2019",CHIEN,"98875",PLUM MONT DORE,"2"
"2019",CHAT,"98874",NOUVELLE CALEDONIE,"1"
"2019",CHAT,"98874",MONT DORE CEDEX,"1"
"2019",CHAT,"98870",NOUVELLE CALEDONIE,"3"
"2019",CHIEN,"98870",GOUARO BOURAIL,"7"
"2019",CHIEN,"98870",BOURAIL NVLE CALEDONIE,"3"
"2019",CHIEN,"98866",NOUMEA,"1"
"2019",CHAT,"98863",NOUMEA NOUVELLE CALEDONIE,"1"
"2019",CHAT,"98857",NOUMEA,"2"
"2019",CHIEN,"98853",NOUMEA CEDEX,"3"
"2019",CHIEN,"98851",NOUMEA CEDEX,"2"
"2019",CHAT,"98851",NOUMEA NOUVELLE CALEDONIE,"3"
"2019",CHIEN,"98848",NOUMEA,"2"
"2019",CHIEN,"98847",NOUMEA,"14"
"2019",CHIEN,"98847",NOUMEA CEDEX NVLE CALEDONIE,"4"
"2019",CHAT,"98846",NOUMéA CéDEX,"1"
"2019",CHIEN,"98843",NOUMEA NOUVELLE CALEDONIE,"1"
"2019",CHIEN,"98840",PAITA NOUVELLE CALEDONIE,"2"
"2019",CHIEN,"98840","TONTOUTA , PAITA","5"
"2019",CHAT,"98840",PAITA,"1"
"2019",CHAT,"98837",DUMBEA,"4"
"2019",CHIEN,"98834",YATE,"2"
"2019",CHIEN,"98833",VOH MAYOTTE,"1"
"2019",CHIEN,"98830",DUMBEA NOUVELLE CAL DONIE,"1"
"2019",CHAT,"98830",NOUMEA,"1"
"2019",CHIEN,"98830",MONT DORE,"1"
"2019",CHIEN,"98830",NOUVELLE CALEDONIE,"15"
"2019",CHAT,"98830",DUMBéA,"1"
"2019",CHIEN,"98830",DUMBEA NOUVELLE CALEDONIE,"2"
"2019",CHAT,"98830",,"1"
"2019",CHIEN,"98827",NOUVELLE CALEDONIE,"2"
"2019",CHIEN,"98817",NOUMEA,"3"
"2019",CHIEN,"98816",NOUMEA,"2"
"2019",CHAT,"98810",LE MONT DORE NOUVELLE CALEDONIE,"1"
"2019",CHIEN,"98810",MONT-DORE,"6"
"2019",CHIEN,"98810",MONT-DORE ROBINSON,"1"
"2019",CHIEN,"98810",BOULARI MONT DORE,"2"
"2019",CHIEN,"98810",NLLE CALEDONIE,"1"
"2019",CHAT,"98810",LE MONT DORE,"4"
"2019",CHIEN,"98809",MONTDORE,"1"
"2019",CHAT,"98809",NOUVELLE CALEDONIE,"1"
"2019",CHIEN,"98809",NOUMEA YAHOUE,"1"
"2019",CHIEN,"98809",NOUVELLE CALEDONIE,"17"
"2019",CHIEN,"98807",,"1"
"2019",CHIEN,"98807",NOUMEA SUD NVLE CALEDONIE,"3"
"2019",CHAT,"98807",NOUMEA SUD CEDEX NOUVELLE CALEDONIE,"1"
"2019",CHIEN,"98804",MAGENTA CEDEX,"1"
"2019",CHIEN,"98804",NOUMEA,"28"
"2019",CHIEN,"98803",NOUMEA NOUVELLE CALDONIE,"1"
"2019",CHIEN,"98803",NOUVELLE-CALEDONIE,"1"
"2019",CHIEN,"98803",DUMBEA,"1"
"2019",CHAT,"98803",MAGENTA,"1"
"2019",CHIEN,"98803",MOUMEA,"1"
"2019",CHIEN,"98803",MAGENTA NOUMEA CEDEX,"1"
"2019",CHAT,"98803",NOUMEA NOUVELLE CALEDONIE,"3"
"2019",CHIEN,"98803",NOUMEA - NOUVELLE CALEDONIE,"1"
"2019",CHIEN,"98802",NOUMEA - MAGENTA,"1"
"2019",CHIEN,"98802",NOUMEA NOUVELLE CALEDONIE,"2"
"2019",CHIEN,"98802",NOUVELLE CALEDONIE,"7"
"2019",CHIEN,"98802",MONT DORE ROBINSON,"1"
"2019",CHIEN,"98802",,"1"
"2019",CHAT,"98801",NOUMEA NOUVELLE CALEDONIE,"3"
"2019",CHAT,"98800",DUMBEA,"1"
"2019",CHIEN,"98800",NOUMéA,"1"
"2019",CHIEN,"98800",NOUMEA CEDES,"1"
"2019",CHIEN,"98735",RÉMIRE MONTJOLY,"1"
"2019",CHIEN,"98729","PAPETOAI , MOOREA MAIAO","1"
"2019",CHIEN,"98718",PUNAAUIA,"3"
"2019",CHIEN,"98717",PUNAAUIA,"1"
"2019",CHIEN,"98715",SAINT MARTIN,"1"
"2019",CHAT,"98713",PAPEETE TAHITI,"2"
"2019",CHAT,"98709",MAHINA TAHITI,"1"
"2019",CHAT,"98704",FAAA TAHITI,"1"
"2019",CHIEN,"98600",WALLIS,"1"
"2019",CHIEN,"98450",LONGUESSE,"1"
"2019",CHIEN,"98436",NOUMEA SUD,"1"
"2019",CHIEN,"98310",CONGIEU,"1"
"2019",CHIEN,"98112",SEATTLE WASHINGTON,"1"
"2019",CHAT,"98007",MONACO,"1"
"2019",CHIEN,"98000",NOUVELLE CALEDONIE,"2"
"2019",CHAT,"98000",Monaco,"2"
"2019",CHIEN,"98000",PRINCIPAUTE MONACO,"1"
"2019",CHIEN,"98000",MONACO MONTE CARLO,"1"
"2019",CHIEN,"98000",Monaco,"6"
"2019",CHAT,"98000",PRINCIPAUTE DE MONACO,"3"
"2019",CHAT,"98000",NOUMEA,"1"
"2019",CHIEN,"98000",MONACO,"1641"
"2019",CHIEN,"98000",AGDE,"1"
"2019",CHIEN,"97930",ANGVILLER LES BISPING,"1"
"2019",CHIEN,"97898",SAINT LEU CEDEX LA REUNION,"3"
"2019",CHIEN,"97750",SAINT LOUIS,"1"
"2019",CHAT,"97690",KOUNGOU,"10"
"2019",CHIEN,"97690",MAYOTTE,"5"
"2019",CHIEN,"97670",CHICONI,"4"
"2019",CHIEN,"97660",DEMBÉNI,"1"
"2019",CHIEN,"97640",MAYOTTE,"5"
"2019",CHAT,"97630",MTSAMBORO,"2"
"2019",CHAT,"97630",M TSAMBORO,"1"
"2019",CHIEN,"97620",NOZAY,"1"
"2019",CHAT,"97620",CHIRONGUI MAYOTTE,"5"
"2019",CHIEN,"97615",DZAOUDZI LABATTOIR,"1"
"2019",CHAT,"97615",DZAOUDZI,"34"
"2019",CHIEN,"97615",RAMANDZI,"1"
"2019",CHAT,"97615",Pamandzi,"2"
"2019",CHAT,"97615",PAMANDZI MAYOTTE,"11"
"2019",CHIEN,"97615",PAMANDZI,"68"
"2019",CHAT,"97610",LABATTOIR,"9"
"2019",CHIEN,"97610",MAYOTTE,"10"
"2019",CHIEN,"97610",LABATTOIR,"10"
"2019",CHAT,"97605",PASSAMAINTY,"4"
"2019",CHAT,"97605",MAYOTTE,"2"
"2019",CHAT,"97605",PASSAMAINTY MAYOTTE,"4"
"2019",CHAT,"97600",MAMOUDZOU,"203"
"2019",CHAT,"97600",KAWENI,"7"
"2019",CHAT,"97600",MAMOUDZOU MAYOTTE,"31"
"2019",CHIEN,"97600",KAWENI -MAMOUDZOU,"1"
"2019",CHIEN,"97600",MAOUDZOU,"1"
"2019",CHAT,"97600",PASSAMAINTI,"1"
"2019",CHIEN,"97600",MTSAPERE MAMOUDZOU,"1"
"2019",CHAT,"97600","MAMOUDZOU, KAWENI","1"
"2019",CHIEN,"9760",MORNE ROUGE,"1"
"2019",CHAT,"97500",ST PIERRE ST MIQUELON,"1"
"2019",CHAT,"97500",ST PIERRE ST PIERRE ET MIQUELON,"1"
"2019",CHIEN,"97500",ST PIERRE ET MIQUELON,"99"
"2019",CHIEN,"97500",CHAMPIGNY,"1"
"2019",CHAT,"97500","ST PIERRE ET MIQUELON , ST PIERRE","31"
"2019",CHAT,"97500",", MIQUELON LANGLADE","3"
"2019",CHIEN,"97492",LA SALINE,"1"
"2019",CHAT,"97490",STE CLOTILDE,"386"
"2019",CHAT,"97490",SAINTE DENIS,"1"
"2019",CHIEN,"97490",SAINE CLOTILDE,"1"
"2019",CHIEN,"97490",STE CLOTHILDE,"2"
"2019",CHAT,"97490",LYON,"1"
"2019",CHIEN,"97490",LA BRETAGNE SAINTE CLOTILDE,"1"
"2019",CHIEN,"97490",STE-CLOTILDE,"10"
"2019",CHIEN,"97490","ST DENIS , MOUFIA","19"
"2019",CHIEN,"97490",SAINT CLOTIDE DE LA BRETAGNE,"1"
"2019",CHIEN,"97490",Sainte Clotilde,"5"
"2019",CHAT,"97490",SAINTE CLOTILDE REUNION,"17"
"2019",CHIEN,"97490",STE CLOTILDE LA REUNION,"11"
"2019",CHIEN,"97490",SAINTE - CLOTILDE,"1"
"2019",CHIEN,"97490","ST DENIS, STE CLOTHILDE","1"
"2019",CHAT,"97490",SAINT-DENIS,"34"
"2019",CHAT,"97490",SAINTE CLOTILDE  ILE DE LA REUNION,"3"
"2019",CHAT,"97490","ST DENIS, STE CLOTILDE","2"
"2019",CHIEN,"97490","SAINTE CLOTILDE, RÉUNION","15"
"2019",CHIEN,"97490",SAINT BENOIT,"1"
"2019",CHAT,"97489",PETITE ILE,"1"
"2019",CHIEN,"97487",LA REUNION,"1"
"2019",CHAT,"97487",ETANG SALE,"1"
"2019",CHIEN,"97480",SAINT JOSEPH REUNION,"4"
"2019",CHAT,"97480","ST JOSEPH , LES LIANES","1"
"2019",CHIEN,"97480",SAINTE - MARIE,"1"
"2019",CHIEN,"97480",REUNION,"326"
"2019",CHIEN,"97480",SAONT JOSEPH,"1"
"2019",CHAT,"97480",SAINT JOSEPH CAROSSE,"1"
"2019",CHIEN,"97480",ST JOSEPH LA REUNION,"28"
"2019",CHIEN,"97480",ST-JOSEPH,"1"
"2019",CHIEN,"97480",SAINT JOESPH,"1"
"2019",CHIEN,"97479",SAINT DENIS,"3"
"2019",CHIEN,"97479",ST-DENIS CEDEX,"1"
"2019",CHAT,"97479",ST DENIS CEDEX,"26"
"2019",CHAT,"97470",SAINT-BENOîT,"3"
"2019",CHIEN,"97470",SAINT-BENOÎT,"2"
"2019",CHAT,"97470",SAINT BENOIT REUNION,"5"
"2019",CHAT,"97470",SAINT BENOIT ILE DE LA REUNION,"1"
"2019",CHIEN,"97470",ST BENOIT,"940"
"2019",CHIEN,"97467",ST ANNE,"1"
"2019",CHIEN,"97460",ST PAUL BELLEMENE,"1"
"2019",CHAT,"97460",LA POSSESSION,"1"
"2019",CHIEN,"97460",ST GILLES LES HAUTS,"1"
"2019",CHIEN,"97460",SAINT PAUL REUNION,"44"
"2019",CHIEN,"97460",LA PLAINE SAINT PAUL,"1"
"2019",CHIEN,"97460",SAINT PAUL RÉUNION,"1"
"2019",CHAT,"97460",SAINT-PAUL,"37"
"2019",CHAT,"97460",PLATEAU CAILLOUX,"4"
"2019",CHIEN,"97460",ETANG SAINT PAUL LA REUNION,"1"
"2019",CHIEN,"97460",Saint-paul,"1"
"2019",CHIEN,"97460",CAMBAIE,"1"
"2019",CHAT,"97460",BELLEMENE,"2"
"2019",CHIEN,"97460",ST PAUL REUNION,"1"
"2019",CHIEN,"97460",ILE DE LA REUNION,"1"
"2019",CHAT,"9746",AL GRONINGEN THE NETHERLANDS,"1"
"2019",CHIEN,"97458",REUNION,"1"
"2019",CHAT,"97451",SAINT PIERRE,"1"
"2019",CHIEN,"97451",SAINT PIERRE CEDEX,"35"
"2019",CHIEN,"97450",PLATEAU DES GOYAVES SAINT LOUIS,"1"
"2019",CHAT,"97450",SAINT LOUIS DE LA REUNION,"1"
"2019",CHAT,"97450",SAINT-LOIUIS,"1"
"2019",CHIEN,"97450",SAINTE CLOTILDE,"1"
"2019",CHAT,"97448",STE SUZANNE,"1"
"2019",CHIEN,"97442",SAINT-PHILPPE,"1"
"2019",CHIEN,"97442",STE BRICE SOUS FORET,"1"
"2019",CHAT,"97442",ST PHILIPPE REUNION,"6"
"2019",CHAT,"97442",ST PHILLIPE,"1"
"2019",CHIEN,"97441",SAINT SUZANNE,"1"
"2019",CHIEN,"97441",SAINTE SUZANNE  ILE DE LA REUNION,"5"
"2019",CHIEN,"97441",ILE DE LA RÉUNION,"1"
"2019",CHIEN,"97441",SAINTE SUZANNE  REUNION,"3"
"2019",CHIEN,"97441",ILE DE LA REUNION,"30"
"2019",CHIEN,"97441",Ste Suzanne,"1"
"2019",CHAT,"97441",SAINT SUZANNE,"2"
"2019",CHIEN,"97441","SAINTE SUZANNE , RÉUNION","1"
"2019",CHAT,"97441",STE SUZANNE REUNION,"25"
"2019",CHAT,"97441",STE SUZANNE,"297"
"2019",CHIEN,"97441",SAINTE_SUZANNE,"1"
"2019",CHAT,"97440",SAINT ANDRé,"3"
"2019",CHIEN,"97440",ST ANDR,"1"
"2019",CHIEN,"97440",ST ANDRÉ,"4"
"2019",CHIEN,"97440",REUNION,"522"
"2019",CHAT,"97440","ST ANDRE , CAMBUSTON","6"
"2019",CHIEN,"97440",SAINT-ANDRE REUNION,"3"
"2019",CHIEN,"97440",SAINT ANDRé DE LA RéUNION,"1"
"2019",CHAT,"97440",SAINT DENIS,"1"
"2019",CHIEN,"97440",SAINT ANDRE REUNION,"11"
"2019",CHAT,"97440",CHAMP BORNE,"1"
"2019",CHAT,"97440",SAINT ANDRE,"257"
"2019",CHAT,"97440",SAINT ANDRÉ,"44"
"2019",CHAT,"97440",ST ANDRE - LA REUNION,"1"
"2019",CHIEN,"97440",SAINT ANDRE - REUNION,"1"
"2019",CHIEN,"97440",SAINT ANDRé,"10"
"2019",CHIEN,"97440",SAINT ANDRÉ   LA REUNION,"1"
"2019",CHIEN,"97440",SAINTE-SUZANNE,"1"
"2019",CHIEN,"97440",STE SUZANE,"1"
"2019",CHIEN,"97439",SAINTE-MARIE,"1"
"2019",CHAT,"97439",STE-ROSE,"3"
"2019",CHIEN,"97439",SAINTE ROSE LA REUNION,"3"
"2019",CHAT,"97439",STE ROSE,"70"
"2019",CHIEN,"97439",ILE DE LA REUNION,"4"
"2019",CHAT,"97438",SAINTE-MARIE LA REUNION,"1"
"2019",CHIEN,"97438",ILE DE LA RÉUNION,"1"
"2019",CHIEN,"97438",SAINTE MARIE  LA REUNION,"1"
"2019",CHIEN,"97438",SAINTE MARIE  ILE DE LA REUNION,"12"
"2019",CHIEN,"97438",LA CONVENANCE,"1"
"2019",CHAT,"97438",ILE DE LA REUNION,"18"
"2019",CHAT,"97438",SAINTE MARIE  REUNION,"1"
"2019",CHIEN,"97438",SAINTE MARIE  REUNION,"12"
"2019",CHIEN,"97438","SAINTE MARIE, LA RÉUNION","8"
"2019",CHIEN,"97438","SAINTE MARIE, REUNION","71"
"2019",CHIEN,"97438",SAINTE -MARIE,"1"
"2019",CHAT,"97438",SAINTE MARIE( REUNION),"1"
"2019",CHAT,"97438",SAINTE-MARIE,"55"
"2019",CHIEN,"97438",SAINTE-MARIE,"117"
"2019",CHIEN,"97438","SAINTE MARIE , RÉUNION","1"
"2019",CHIEN,"97438",SAINTE MARIE ILE  DE LA RéUNION,"1"
"2019",CHAT,"97438",SAINTE MARIE  ILE DE LA REUNION,"3"
"2019",CHIEN,"97438",LA GRANDE MONTEE,"1"
"2019",CHIEN,"97437",SAINTE ANNE LA REUNION,"3"
"2019",CHIEN,"97437",ST BENOIT,"12"
"2019",CHAT,"97437",SAINT-BENOîT,"6"
"2019",CHAT,"97437","ST BENOIT , STE ANNE","80"
"2019",CHIEN,"97437",SAINTE MARIE,"1"
"2019",CHAT,"97437",Saint Anne,"1"
"2019",CHAT,"97437",RAVINE DES CABRIS REUNION,"1"
"2019",CHAT,"97437",SAINTE ANNE LA REUNION,"1"
"2019",CHIEN,"97437",LA REUNION,"1"
"2019",CHAT,"97436",ST-LEU,"2"
"2019",CHIEN,"97436",SAINT LEU,"84"
"2019",CHAT,"97436",BRAS MOUTON SAINT LEU REUNION,"1"
"2019",CHIEN,"97436",LA FONTAINE SAINT LEU,"1"
"2019",CHIEN,"97436",ETANG SAINT LEU,"15"
"2019",CHAT,"97436",ETANG SAINT LEU,"2"
"2019",CHIEN,"97436",LA CHALOUPE,"1"
"2019",CHAT,"97436",ST LEU,"319"
"2019",CHAT,"97435",", St Gilles Les Hauts? St Paul","1"
"2019",CHAT,"97435",ST PAUL,"5"
"2019",CHIEN,"97435",SAINT-GILLES LES HAUTS,"1"
"2019",CHAT,"97435",ST GILLES LES HAUTS REUNION,"32"
"2019",CHIEN,"97435",ST GILLES LES HAUTS (REUNION),"1"
"2019",CHAT,"97435",REUNION,"4"
"2019",CHIEN,"97435","ST PAUL, ST GILLES LES HAUTS","2"
"2019",CHIEN,"97435",SAINT GILLES LES HAUT,"1"
"2019",CHIEN,"97435",SAINT-GILLES-LLES-HAUTS,"1"
"2019",CHIEN,"97435",SAINT PAUL TAN ROUGE,"1"
"2019",CHIEN,"97435",LE GUILLAUME,"1"
"2019",CHAT,"97435",ST PAUL ST GILLES LES HAUTS,"1"
"2019",CHAT,"97435","ST PAUL, BERNICA","3"
"2019",CHIEN,"97434",SAINTDENIS,"1"
"2019",CHIEN,"97434",SAINTE ANNE,"1"
"2019",CHAT,"97434",SAINT GILLES LES HAUTS,"2"
"2019",CHAT,"97434",SAINT GILLES REUNION,"4"
"2019",CHAT,"97434","ST PAUL, ST GILLES LES BAINS","3"
"2019",CHAT,"97434",SALINE,"1"
"2019",CHAT,"97434",SAINT PAUL,"2"
"2019",CHIEN,"97434",PITON SAINT LEU,"1"
"2019",CHAT,"97434","ST PAUL, LA SALINE LES BAINS","3"
"2019",CHAT,"97434",ST GILLES LES BAINS   LA REUNION,"1"
"2019",CHAT,"97434",ST GILLES LES HAUTS,"3"
"2019",CHIEN,"97434",Saint Gilles Les Bains,"4"
"2019",CHIEN,"97434",ST GILLES LES BAINS  ILE DE LA REUNION,"1"
"2019",CHAT,"97434",BRéAL-SOUS-MONTFORT,"1"
"2019",CHAT,"97434",PITON ST LEU,"1"
"2019",CHIEN,"97434",SALINE LES BAINS,"23"
"2019",CHAT,"97434",ST GILLES REUNION,"7"
"2019",CHIEN,"97433",HELL-BOURG,"1"
"2019",CHAT,"97433",REUNION,"1"
"2019",CHIEN,"97433",SALAZIE,"389"
"2019",CHAT,"97433",SALAZIE,"102"
"2019",CHAT,"97432",RAVINE DES CABRIS - REUNION,"1"
"2019",CHIEN,"97432",Ravine Des Cabris,"1"
"2019",CHIEN,"97432",ROC,"1"
"2019",CHAT,"97432",RAVINE DES CABRIS - SAINT PIERRE,"1"
"2019",CHAT,"97432",RAVINE DES CABRIS ST PIERRE,"1"
"2019",CHIEN,"97432",RAVINE DES CABRIS/ SAINT PIERRE,"1"
"2019",CHIEN,"97432",RAIRNE DES CABRES,"1"
"2019",CHIEN,"97432",SAINT PIERRRE  DE LA REUNION,"1"
"2019",CHAT,"97431",LA REUNION,"1"
"2019",CHIEN,"97431",LA PLAINE-DES-PALMISTES,"2"
"2019",CHIEN,"97431",PLAINE DES PALMISTES   REUNION,"1"
"2019",CHIEN,"97431",REUNION,"86"
"2019",CHIEN,"97430",LA PLAINE DES CAFRES,"8"
"2019",CHAT,"97430",TAMPON    REUNION,"1"
"2019",CHIEN,"97430",LE TAMPON TROIS MARES,"1"
"2019",CHIEN,"97430",LE TAMPON  ILE DE LA REUNION,"1"
"2019",CHAT,"97430",TAMPON,"130"
"2019",CHAT,"97430",PONT D'YVES,"1"
"2019",CHIEN,"97430","LE TAMPON , LES TROIS MARES","8"
"2019",CHIEN,"97430",RAVINE DES CABRIS,"1"
"2019",CHIEN,"97430",TAMPON (REUNION),"1"
"2019",CHAT,"97430",PONT D YVES,"1"
"2019",CHIEN,"97430",LE TAMPON 14 EME,"1"
"2019",CHAT,"97430","LE TAMPON, REUNION","1"
"2019",CHIEN,"97430",tampon,"2"
"2019",CHIEN,"97429",PETIT ILE,"3"
"2019",CHIEN,"97427",REUNION,"77"
"2019",CHIEN,"97427",ETANG SALE LES BAINS,"10"
"2019",CHIEN,"97427",ETANG-SALE LES HAUTS,"2"
"2019",CHAT,"97427",LA REUNION,"1"
"2019",CHAT,"97427",ETANG SALE LES HAUTS,"12"
"2019",CHAT,"97427",ÉTAN SALÉ,"2"
"2019",CHIEN,"97427",ETANG-SALE,"3"
"2019",CHAT,"97427","L ETANG SALE , L ETANG SALE LES BAINS","12"
"2019",CHAT,"97427",ETANG SALE LES HAUTS REUNION,"1"
"2019",CHIEN,"97427",L ETANG SALE LES BAINS,"59"
"2019",CHAT,"97427",L ETANG SALE REUNION,"21"
"2019",CHAT,"97427",L'ETANG SALE LES BAINS,"1"
"2019",CHIEN,"97427",L'ETANG SALE,"8"
"2019",CHIEN,"97427",ETANG SALÉE,"1"
"2019",CHIEN,"97427",L ETANG SALE HAUT,"2"
"2019",CHAT,"97427",ETANG SALÉ LES BAINS,"1"
"2019",CHAT,"97427",L ETANG SALE,"394"
"2019",CHIEN,"97427",L'ETANG SALE REUNION,"2"
"2019",CHAT,"97426",TROIS BASSINS,"21"
"2019",CHIEN,"97426",TROIS BASSINS   ILE DE LA REUNION,"2"
"2019",CHAT,"97425",LES AVIRONS LA REUNION,"4"
"2019",CHIEN,"97425",les avirons,"1"
"2019",CHIEN,"97424",Piton Saint Leu,"1"
"2019",CHAT,"97424","ST LEU , LE PLATE","6"
"2019",CHIEN,"97424",LE PITON SAINT LEU,"8"
"2019",CHIEN,"97424",Piton Saint-Leu,"1"
"2019",CHAT,"97424",PITON ST LEU REUNION,"19"
"2019",CHIEN,"97424",PITON ST-LEU,"2"
"2019",CHIEN,"97424",PITON SAINT LEU LA REUNION,"1"
"2019",CHAT,"97424",PITON SAINT LEU RÉUNION,"1"
"2019",CHAT,"97424",REUNION,"4"
"2019",CHIEN,"97424",LE PLATE,"6"
"2019",CHIEN,"97424","ST LEU , LE PITON ST LEU","304"
"2019",CHIEN,"97423",ST PAUL,"19"
"2019",CHIEN,"97423",LA PETITE FRANCE,"3"
"2019",CHAT,"97423",LE GUILLAUME SAINT-PAUL,"1"
"2019",CHIEN,"97423",LA REUNION,"2"
"2019",CHAT,"97423",SAINT-PAUL,"3"
"2019",CHAT,"97423",LE GUILLAUME ST PAUL,"1"
"2019",CHAT,"97423",LE GUILLAUME REUNION,"13"
"2019",CHAT,"97422",LA SALINE REUNION,"6"
"2019",CHIEN,"97422",LA SALINE LES HAUTS,"33"
"2019",CHAT,"97422",ST PAUL,"16"
"2019",CHIEN,"97422",TAMPON,"1"
"2019",CHIEN,"97422",SAINT PAUL,"2"
"2019",CHIEN,"97422",LA SALINE,"149"
"2019",CHIEN,"97422",LA SALINE  ILE DE LA REUNION,"1"
"2019",CHAT,"97421",LES MAKES,"1"
"2019",CHAT,"97421",LA REUNION,"5"
"2019",CHAT,"97421",RIVIèRE SAINT LOUIS,"1"
"2019",CHIEN,"97421",La Rivière Saint-Louis,"2"
"2019",CHIEN,"97421","ST LOUIS , LA RIVIERE","720"
"2019",CHAT,"97421",LA RIVIERE ST LOUIS REUNION,"4"
"2019",CHIEN,"97421",RIVIERE SAINT LOUIS  ILE DE LA REUNION,"1"
"2019",CHIEN,"97421",LA REUNION,"1"
"2019",CHIEN,"97421",SAINT-LOUIS,"14"
"2019",CHAT,"97421",SAINT LOUIS,"1"
"2019",CHAT,"97421","ST LOUIS , LA RIVIERE","335"
"2019",CHIEN,"97421",LA RIVIÈRE ST LOUIS,"2"
"2019",CHIEN,"97421",ETANG SALE,"1"
"2019",CHIEN,"97421",LA RIVIERS ST LOUIS,"1"
"2019",CHIEN,"97421",LA-RIVIÈRE-ST-LOUIS,"1"
"2019",CHAT,"97421","ST LOUIS , LES MAKES","8"
"2019",CHAT,"97421",RIVIERE SAINT LOUIS REUNION,"2"
"2019",CHIEN,"97421",SAINT LOUIS,"19"
"2019",CHIEN,"97420",ST PIERRE,"1"
"2019",CHIEN,"97420",REUNION,"212"
"2019",CHAT,"97420",LE PORT - ILE DE LA REUNION,"1"
"2019",CHIEN,"97420",SAINT-PAUL,"1"
"2019",CHIEN,"97420",LA PORT,"3"
"2019",CHAT,"97420",LE PORT REUNION,"33"
"2019",CHIEN,"97420",LE PORT ILE DE LA RÉUNION,"1"
"2019",CHIEN,"97419",SAINT DENIS CEDEX,"1"
"2019",CHIEN,"97419","LA POSSESSION, REUNION","1"
"2019",CHAT,"97419",LA POSSESSIO,"1"
"2019",CHAT,"97419",LA POSSESSION (LA REUNION),"26"
"2019",CHIEN,"97419",LA REUNION,"8"
"2019",CHAT,"97419",LA POSSESION REUNION,"2"
"2019",CHIEN,"97419",POSSESSION,"8"
"2019",CHIEN,"97419",GUADELOUPE,"1"
"2019",CHIEN,"97419",REUNION,"342"
"2019",CHIEN,"97419",LA RIVIERE DES GALETS,"5"
"2019",CHAT,"97419",POSSESSION LA REUNION,"1"
"2019",CHIEN,"97419","LA POSSESSION, LA REUNION","1"
"2019",CHAT,"97418",LA PLAINE DES CAFRES,"55"
"2019",CHIEN,"97418","Le Tampon , La Plaine Des Cafres","1"
"2019",CHIEN,"97418",La Plaine des Cafres,"3"
"2019",CHIEN,"97418",PLAINE DESZ CAFRES,"1"
"2019",CHAT,"97418",PLAINE DES CAFRES REUNION,"8"
"2019",CHIEN,"97418",PLAINE' DES CAFRES,"1"
"2019",CHAT,"97418",LE TAMPON  REUNION,"1"
"2019",CHIEN,"97418",TAMPON 17EME KM,"2"
"2019",CHIEN,"97418",PLAINE DES CAFRES ( ile de la Réunion),"1"
"2019",CHAT,"97418",LA PLAINE DES CAFRES REUNION,"6"
"2019",CHIEN,"97417",LA MONTAGNE,"599"
"2019",CHIEN,"97417",LA MONTAGNE  REUNION,"1"
"2019",CHAT,"97417","ST DENIS , LA MONTAGNE","304"
"2019",CHIEN,"97417",ST DENIS,"24"
"2019",CHAT,"97417",SAINT DENIS,"9"
"2019",CHIEN,"97417",LA MAONTAGNE,"2"
"2019",CHAT,"97417",LA MONTAGNE LA REUNION,"2"
"2019",CHIEN,"97417",MONTMAUR,"1"
"2019",CHAT,"97416",LA CHALOUPE SAINT LEU REUNION,"1"
"2019",CHIEN,"97416",,"2"
"2019",CHAT,"97414",ENTRE DEUX LA REUNION,"1"
"2019",CHIEN,"97414",entre deux,"1"
"2019",CHIEN,"97414",L'ENTRE DEUX,"1"
"2019",CHIEN,"97413",LA REUNION,"3"
"2019",CHIEN,"97413",REUNION,"12"
"2019",CHAT,"97413",CILAOS - ILE DE LA REUNION,"1"
"2019",CHIEN,"97412",BRAS PANONS,"1"
"2019",CHIEN,"97412",ILE DE LA REUNION,"6"
"2019",CHIEN,"97412",SAINT ANDRE,"1"
"2019",CHAT,"97412",LA MONTAGNE,"1"
"2019",CHAT,"97411",ST PAUL REUNION,"9"
"2019",CHIEN,"97411",SAINTE SUZANNE,"2"
"2019",CHAT,"97411",LA PLIANE ST PAUL,"1"
"2019",CHIEN,"97411",LA POSSESSION,"1"
"2019",CHIEN,"97411","ST PAUL , BOIS DE NEFLES ST PAUL","218"
"2019",CHIEN,"97411",LA PLAINE,"1"
"2019",CHIEN,"97411",BOIS DE NEFLES SAIBT-PAUL,"1"
"2019",CHIEN,"97411","BOIS DE NEFLES, ST PAUL","1"
"2019",CHIEN,"97411",LA PALINE SAINT PAUL,"2"
"2019",CHIEN,"97411","BOIS DE NEFLES, SAINT PAUL","1"
"2019",CHAT,"97411",BOIS DE NÈFLES SAINT PAUL,"4"
"2019",CHAT,"97411",BOIS DE NEFLES SAINT-PAUL,"11"
"2019",CHAT,"97411",BON SAINT PAUL REUNION,"1"
"2019",CHAT,"97411",PLAINE SAINT PAUL REUNION,"8"
"2019",CHIEN,"97411",PLAINE ST PAUL,"5"
"2019",CHIEN,"97411",BOIS-DE-NEFLES-SAINT-PAUL,"1"
"2019",CHIEN,"97411",SAINT PAUL BOIS DE NEFLES,"1"
"2019",CHIEN,"97410",MONT VERT LES BAS,"1"
"2019",CHAT,"97410",LIONE PARADIS REUNION,"1"
